date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,00902956;1,248619e-01; 18,3771610
2020-03-30;Aisén;Aysén;  4,97144034;1,320645e-01; 18,3072470
2020-03-31;Aisén;Aysén;  4,96877033;1,265216e-01; 18,2044093
2020-04-01;Aisén;Aysén;  9,97689312;1,226537e+00; 27,7878836
2020-04-02;Aisén;Aysén; 13,56977854;3,032621e+00; 33,4065481
2020-04-03;Aisén;Aysén;  8,61567230;1,748028e+00; 24,5408322
2020-04-04;Aisén;Aysén;  4,54466362;1,020032e+00; 12,9872085
2020-04-05;Aisén;Aysén;  3,46247239;1,024974e+00;  8,5742180
2020-04-06;Aisén;Aysén;  2,54258405;8,176888e-01;  5,7352420
2020-04-07;Aisén;Aysén;  2,02526825;6,929033e-01;  4,3374422
2020-04-08;Aisén;Aysén;  1,72657834;6,114925e-01;  3,5221106
2020-04-09;Aisén;Aysén;  1,55219077;5,519471e-01;  3,0976778
2020-04-10;Aisén;Aysén;  1,42427673;5,210998e-01;  2,8211721
2020-04-11;Aisén;Aysén;  1,34952964;4,811369e-01;  2,6505935
2020-04-12;Aisén;Aysén;  1,29821000;4,737676e-01;  2,5460726
2020-04-13;Aisén;Aysén;  1,26638871;4,646417e-01;  2,4812189
2020-04-14;Aisén;Aysén;  1,22316931;4,509956e-01;  2,4006302
2020-04-15;Aisén;Aysén;  1,00787392;3,236038e-01;  2,0710577
2020-04-16;Aisén;Aysén;  0,61314159;1,279622e-01;  1,4549000
2020-04-17;Aisén;Aysén;  0,44863269;5,603346e-02;  1,2631313
2020-04-18;Aisén;Aysén;  0,51767011;6,202468e-02;  1,4726527
2020-04-19;Aisén;Aysén;  0,30486429;7,761228e-03;  1,1597546
2020-04-20;Aisén;Aysén;  0,37936251;9,669167e-03;  1,4609651
2020-04-21;Aisén;Aysén;  0,47868694;1,074270e-02;  1,8909245
2020-04-22;Aisén;Aysén;  0,60353689;1,473984e-02;  2,3677963
2020-04-23;Aisén;Aysén;  0,74898559;1,880003e-02;  2,9258301
2020-04-24;Aisén;Aysén;  0,92118479;2,142806e-02;  3,5343841
2020-04-25;Aisén;Aysén;  1,14409189;2,866822e-02;  4,3951494
2020-04-26;Aisén;Aysén;  1,38859067;3,321832e-02;  5,3559631
2020-04-27;Aisén;Aysén;  1,68449804;3,993583e-02;  6,3825165
2020-04-28;Aisén;Aysén;  1,97581340;4,846237e-02;  7,4987990
2020-04-29;Aisén;Aysén;  2,30811923;5,594775e-02;  8,7368955
2020-04-30;Aisén;Aysén;  2,65248810;6,212867e-02; 10,0017021
2020-05-01;Aisén;Aysén;  2,96299687;7,458755e-02; 11,0268743
2020-05-02;Aisén;Aysén;  3,29185106;8,122689e-02; 12,3296373
2020-05-03;Aisén;Aysén;  3,52342643;8,745894e-02; 13,3111521
2020-05-04;Aisén;Aysén;  3,79796770;9,389130e-02; 14,1223958
2020-05-05;Aisén;Aysén;  4,02944476;1,022623e-01; 14,8762565
2020-05-06;Aisén;Aysén;  4,23763272;1,087448e-01; 15,7158194
2020-05-07;Aisén;Aysén;  4,33688143;1,106207e-01; 15,9709101
2020-05-08;Aisén;Aysén;  4,52391179;1,148623e-01; 16,6593561
2020-05-09;Aisén;Aysén;  4,60563074;1,252144e-01; 17,1959861
2020-05-10;Aisén;Aysén;  4,65957263;1,198763e-01; 17,1711860
2020-05-11;Aisén;Aysén;  4,78008639;1,141312e-01; 17,4125461
2020-05-12;Aisén;Aysén;  4,77202995;1,191344e-01; 17,6362968
2020-05-13;Aisén;Aysén;  4,79757070;1,177814e-01; 17,8525390
2020-05-14;Aisén;Aysén;  4,89006971;1,228041e-01; 17,8276159
2020-05-15;Aisén;Aysén;  4,92022787;1,345317e-01; 18,2521660
2020-05-16;Aisén;Aysén;  4,93722249;1,240240e-01; 18,5055540
2020-05-17;Aisén;Aysén;  4,95634537;1,254719e-01; 18,4901909
2020-05-18;Aisén;Aysén;  4,93495090;1,230982e-01; 18,2447460
2020-05-19;Aisén;Aysén;  4,98681084;1,249293e-01; 18,4630029
2020-05-20;Aisén;Aysén;  5,01804252;1,326761e-01; 18,7901460
2020-05-21;Aisén;Aysén;  4,97953808;1,328534e-01; 18,1938840
2020-05-22;Aisén;Aysén;  4,92501674;1,292073e-01; 18,0368570
2020-05-23;Aisén;Aysén;  4,98650938;1,317959e-01; 18,2237537
2020-05-24;Aisén;Aysén;  5,02864921;1,343976e-01; 18,5153338
2020-05-25;Aisén;Aysén;  4,94638107;1,203159e-01; 18,3925838
2020-05-26;Aisén;Aysén;  9,96125548;1,230988e+00; 27,4565305
2020-05-27;Aisén;Aysén;  6,76679241;7,178126e-01; 20,4390044
2020-05-28;Aisén;Aysén;  6,75712216;1,211441e+00; 18,9448092
2020-05-29;Aisén;Aysén;  5,94588180;1,332918e+00; 15,7782077
2020-05-30;Aisén;Aysén;  3,80917471;8,568580e-01; 10,1257191
2020-05-31;Aisén;Aysén;  2,70950679;6,289240e-01;  6,7301322
